ORDER_ID,CUSTOMER_CD,GROUP_CD,ORDER_CLASS,VEHICLE_CLASS,VEHICLE_OPTION,VEHICLE_TYPE,VEHICLE_SCALE,SHIPPER_CD,BOX_TYPE,BOX_SIZE,ORDER_TEMPERATURE,ORDER_TYPE,ORDER_VOLUME,ORDER_WEIGHT,ORDER_BOX,ORDER_COST,STATUS,P_X,P_Y,P_LOCATION_NM,P_ADDRESS,P_SUB_ADDRESS,P_ZIP_CODE,P_PNU,D_X,D_Y,D_LOCATION_NM,D_ADDRESS,D_SUB_ADDRESS,D_ZIP_CODE,D_PNU,P_ORDER_DATE,P_SLA_TIME,P_OPEN_TIME,P_CLOSE_TIME,D_ORDER_DATE,D_SLA_TIME,D_OPEN_TIME,D_CLOSE_TIME,LOADING_TYPE,P_EST_PROC_TIME,UNLOADING_TYPE,D_EST_PROC_TIME,ENABLE_PACKAGE,ENABLE_REV_NEGO,REMARK,P_MGR_NM,P_CONTACT,D_MGR_NM,D_CONTACT
00000051,00000191,0000000000_0000000000,,,0,0,2000,shipper1,0,0,0,2,0.37,30,0,0,,126.6181169,37.4509779,,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.8787246,37.4851258,D_51,서울 금천구 가산동 517-4 (가산디지털1로 225) 가산디지털1로 225 9층,,,,20210611,14:07,0,0,20210611,0,0,0,2,7,0,0,2,2,다마스/일반,,,,
00000052,00000191,0000000000_0000000000,,,0,0,2500,shipper2,0,0,0,1,9.59,4370,0,0,,126.6257876,37.4309457,,인천 중구 신흥동3가 69-6 (서해대로94번길 98-1) 서해대로94번길 98-1,,,,126.9898171,37.5644439,D_52,서울 중구 저동2가 72-15 (수표로 37) 수표로 37,,,,20210611,14:44,0,0,20210611,0,0,0,0,7,1,0,0,0,2.5톤/카고,,,,
00000053,00000191,0000000000_0000000000,,,0,0,2500,shipper3,0,0,0,0,2.17,2294,0,0,,126.6183442,37.4496946,,인천 중구 항동7가 92-1 (축항대로212번길 49) 축항대로212번길 49,,,,126.9898171,37.5644439,D_53,서울 중구 저동2가 72-15 (수표로 37) 수표로 37,,,,20210611,14:45,0,0,20210611,0,0,0,0,7,2,7,2,0,2.5톤/카고,,,,
00000054,00000191,0000000000_0000000000,,,0,0,2500,shipper3,0,0,0,0,9.59,4370,0,0,,126.6257876,37.4309457,,인천 중구 신흥동3가 69-6 (서해대로94번길 98-1) 서해대로94번길 98-1,,,,126.9898171,37.5644439,D_54,서울 중구 저동2가 72-15 (수표로 37) 수표로 37,,,,20210611,14:45,0,0,20210611,0,0,0,0,7,0,7,0,0,2.5톤/카고,,,,
00000055,00000191,0000000000_0000000000,,,0,0,1400,shipper3,0,0,0,3,5.41,581,0,0,,126.6279072,37.4517993,,인천항/삼해로지스 보세창고,,,,127.072933,37.8546041,D_55,경기도 양주시 칠봉산로227번길 64-13 C동 나우니즈 코퍼레이션,,,,20210614,0,0,0,20210614,0,0,0,0,0,0,7,2,0,1.4톤,,,,
00000056,00000191,0000000000_0000000000,,,0,0,2500,shipper2,0,0,0,2,3.5,439,0,0,,126.5999483,37.4535275,,인천항/스카이국제운송,,,,126.9898171,37.5644439,D_56,서울 중구 수표로 37,,,,20210614,0,0,0,20210614,0,0,0,0,0,0,7,0,0,2.5톤,,,,
00000057,00000191,0000000000_0000000000,,,0,0,1000,shipper1,0,0,0,1,1.8,510,0,0,,126.608908599999,37.4567562,,인천항/세광물류,,,,126.6537116,37.5322829,D_57,"인천 서구 갑문로 20, 3층 NY청라센터",,,,20210614,0,0,0,20210614,0,0,0,0,0,0,0,0,0,1톤,,,,
00000058,00000191,0000000000_0000000000,,,0,0,1001,shipper2,0,0,0,0,0.5,130,0,0,,126.6279072,37.4517993,,인천 중구 신흥동3가 31-7 (서해대로 282) 서해대로 282,,,,126.9915498,37.7831617,D_58,경기 양주시 복지리 80 (호명로 103-22) 호명로 103-22 가야써니빌5차 506동 1502호,,,,20210614,14:07,0,0,20210614,0,0,0,0,0,0,0,2,0,다마스/일반,,,,
00000059,00000191,0000000000_0000000000,,,0,0,1002,shipper1,0,0,0,2,0.5,75,0,0,,126.6188332,37.4508664,,인천 중구 항동7가 91-4 (축항대로212번길 17) 축항대로212번길 17,,,,126.709521,37.7339627,D_59,경기 파주시 연다산동 378-4 (소라지로 14) 소라지로 14,,,,20210614,14:08,0,0,20210614,0,0,0,1,0,0,0,0,1,다마스/일반,,,,
00000060,00000191,0000000000_0000000000,,,0,0,1003,,0,0,0,2,0.88,138,0,0,,126.6181169,37.4509779,,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.7617386,37.6391054,D_60,경기 고양시 일산동구 장항동 563-17 (장대길105번길 56),,,,20210614,14:37,0,0,20210614,0,0,0,2,0,0,0,2,2,다마스/일반,,,,
