ORDER_ID,CUSTOMER_CD,GROUP_CD,ORDER_CLASS,VEHICLE_CLASS,VEHICLE_OPTION,VEHICLE_TYPE,VEHICLE_SCALE,SHIPPER_CD,BOX_TYPE,BOX_SIZE,ORDER_TEMPERATURE,ORDER_TYPE,ORDER_VOLUME,ORDER_WEIGHT,ORDER_BOX,ORDER_COST,STATUS,P_X,P_Y,P_LOCATION_NM,P_ADDRESS,P_SUB_ADDRESS,P_ZIP_CODE,P_PNU,D_X,D_Y,D_LOCATION_NM,D_ADDRESS,D_SUB_ADDRESS,D_ZIP_CODE,D_PNU,P_ORDER_DATE,P_SLA_TIME,P_OPEN_TIME,P_CLOSE_TIME,D_ORDER_DATE,D_SLA_TIME,D_OPEN_TIME,D_CLOSE_TIME,LOADING_TYPE,P_EST_PROC_TIME,UNLOADING_TYPE,D_EST_PROC_TIME,ENABLE_PACKAGE,ENABLE_REV_NEGO,REMARK,P_MGR_NM,P_CONTACT,D_MGR_NM,D_CONTACT
00000061,00000191,0000000000_0000000000,,,0,0,1004,,0,0,0,3,0.5,240,0,0,,126.6181169,37.4509779,,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.7297036,37.3360314,D_61,"경기 시흥시 정왕동 (공단1대로) 공단1대로 13,607호",,,,20210614,15:16,0,0,20210614,0,0,0,0,7,1,0,0,0,라보/일반,,,,
00000062,00000191,0000000000_0000000000,,,0,0,1000,,0,0,0,2,0.65,142,0,0,,126.6181169,37.4509779,,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,128.9763452,35.060184,D_62,부산 사하구 다대동 281 (다대로497번길 20) 다대로497번길 20 라온아토 (라온혜윰),,,,20210614,16:13,0,0,20210614,0,0,0,1,7,2,0,2,1,1톤/카고,,,,
00000063,00000191,0000000000_0000000000,,,0,0,5000,,0,0,0,3,10.2,3209,0,0,,126.6340085,37.4672372,,인천항/영진공사 종합보세사업장,,,,126.853765,37.1243071,,경기도 화성시 팔탄면 버들로 1362번길 30-9,,,,20210615,0,0,0,20210615,0,0,0,2,7,0,7,0,2,5톤,,,,
00000064,00000191,0000000000_0000000000,,,0,0,1000,,0,0,0,3,1.72,510,0,0,,126.6176196,37.4329336,,인천항/스카이국제운소,,,,126.8888352,37.4656669,,서울 금천구 범안로 1142 스카이밸리 가산 2차,,,,20210615,0,0,0,20210615,0,0,0,0,7,1,7,2,0,1톤카고,,,,
00000065,00000191,0000000000_0000000000,,,0,0,1001,,0,0,0,3,0.13,33,0,0,,126.6181169,37.4509779,,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.7401138,37.2083435,,경기 화성시 봉가리 473-1 (마도북로 40) 마도북로 40,,,,20210615,09:00,0,0,20210615,0,0,0,0,0,2,7,0,0,다마스/일반,,,,
00000066,00000191,0000000000_0000000000,,,0,0,2500,shipper3,0,0,0,0,5.35,1739,0,0,,126.6272149,37.4466401,,인천 중구 신흥동3가 46-4 (축항대로290번길 13) 축항대로290번길 13,,,,126.8746679,37.5010068,,서울 구로구 구로동 1258 (경인로53길 15) 경인로53길 15 가동 3212호,,,,20210615,09:00,0,0,20210615,0,0,0,0,0,0,7,2,0,2.5톤/카고,,,,
00000067,00000191,0000000000_0000000000,,,0,0,1000,shipper3,0,0,0,2,2.29,276,0,0,,126.6181169,37.4509779,P_67,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.8955396,37.1684472,,경기 화성시 구장리 91 (시청로 1000) 시청로 1000 2동한빛엠테크,,,,20210615,09:00,0,0,20210615,0,0,0,0,0,0,0,0,0,1톤/카고,,,,
00000068,00000191,0000000000_0000000000,,,0,0,1999,shipper1,0,0,0,1,4.78,702,0,0,,126.610064,37.4537523,P_68,인천 중구 항동7가 27-46 (축항대로 124) 축항대로 124,,,,128.6462959,35.2451823,,경남 창원시 의창구 명서동 180-2 (명서로141번길 2) 1층 다올,,,,20210615,09:00,0,0,20210615,0,0,0,0,0,0,0,2,0,1톤+/카고,,,,
00000069,00000191,0000000000_0000000000,,,0,0,2500,shipper1,0,0,0,3,4.12,2295,0,0,,128.7100381,35.1330251,P_69,경남 창원시 진해구 남문동 1190-1 (신항8로 321) 신항8로 321,,,,128.9177313,35.1924025,,부산 강서구 강동동 2287 (상덕로119번길 28-23) 상덕로119번길 28-23,,,,20210615,09:41,0,0,20210615,0,0,0,0,0,0,0,0,0,2.5톤/카고,,,,
00000070,00000191,0000000000_0000000000,,,0,0,1999,shipper3,0,0,0,0,6.97,330,0,0,,126.6272149,37.4466401,P_70,인천 중구 신흥동3가 46-4 (축항대로290번길 13) 축항대로290번길 13,,,,126.6917957,37.7399814,,경기 파주시 신촌동 308-2 (소라지로195번길 110) 소라지로195번길 110,,,,20210615,09:44,0,0,20210615,0,0,0,0,0,0,0,2,0,1톤+/카고,,,,
00000071,00000191,0000000000_0000000000,,,0,0,1000,shipper2,0,0,0,1,4.8,750,0,0,,126.6181169,37.4509779,P_71,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,127.2275441,37.6447261,,경기 남양주시 평내동 388-12 (경춘로1209번길 27),,,,20210615,10:10,0,0,20210615,0,0,0,0,0,0,0,0,0,1톤/카고,,,,
00000072,00000191,0000000000_0000000000,,,0,0,1001,shipper1,0,0,0,1,0.947,115,0,0,,126.6181169,37.4509779,P_72,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.7833401,37.666596,,경기 고양시 일산동구 정발산동 1334-8 (율천로7번길 3),,,,20210615,11:03,0,0,20210615,0,0,0,1,0,0,0,2,1,다마스/일반,,,,
00000073,00000191,0000000000_0000000000,,,0,0,1002,shipper1,0,0,0,0,1.04,89,0,0,,126.6181169,37.4509779,P_73,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.7904339,37.7384283,,경기 파주시 능안리 47-3 (탑삭골길 77-43) 탑삭골길 77-43,,,,20210615,11:04,0,0,20210615,0,0,0,2,0,0,0,0,2,라보/일반,,,,
00000074,00000191,0000000000_0000000000,,,0,0,1000,,0,0,0,2,0.774,389,0,0,,126.6181169,37.4509779,P_74,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,129.0418433,35.0953066,,부산 영도구 청학동 12-55 (해양로73번길 67) 진영 목재포장,,,,20210615,11:05,0,0,20210615,0,0,0,0,0,1,0,2,0,1톤/카고,,,,
00000075,00000191,0000000000_0000000000,,,0,0,1001,,0,0,0,3,2.04,298,0,0,,126.6293814,37.4434792,P_75,인천 중구 신흥동3가 37 (축항대로296번길 47) 축항대로296번길 47,,,,126.7566985,37.6714756,,"경기 고양시 일산서구 주엽동 136 (중앙로 1471) 중앙로 1471 상가 B04호 (주엽동, 문촌마을)",,,,20210615,13:00,0,0,20210615,0,0,0,1,0,2,0,0,1,라보/일반,,,,
00000076,00000191,0000000000_0000000000,,,0,0,2500,,0,0,0,0,4.127,1715,0,0,,126.6272149,37.4466401,P_76,인천 중구 신흥동3가 46-4 (축항대로290번길 13) 축항대로290번길 13,,,,126.8760374,37.4811823,,서울 금천구 가산동 493-6 (서부샛길 648) 서부샛길 648,,,,20210615,16:11,0,0,20210615,0,0,0,2,0,0,0,0,2,2.5톤/카고,,,,
00000077,00000191,0000000000_0000000000,,,0,0,1000,,0,0,0,0,2.7,446,0,0,,126.6340085,37.4672372,P_77,인천항/영진공사,,,,126.7956747,37.5959687,,경기도 김포시 고촌읍 아라육로 20,,,,20210616,0:0,0,0,20210616,0,0,0,0,0,1,0,2,0,1톤,,,,
00000078,00000191,0000000000_0000000000,,,0,0,1000,,0,0,0,3,2.46,610,0,0,,126.608908599999,37.4567562,P_78,인천항/세광물류,,,,127.4086765,37.2523324,,경기도 이천시 마장면 표교리 712 A동 2층,,,,20210616,0:0,0,0,20210616,0,0,0,0,0,2,0,0,0,1톤,,,,
00000079,00000191,0000000000_0000000000,,,0,0,1000,shipper3,0,0,0,3,0.23,51,0,0,,126.6181169,37.4509779,P_79,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.9128157,37.5529502,,서울 마포구 서교동 482-9 (월드컵로8길 69) 1층 커스텀아츠,,,,20210616,16:35,0,0,20210616,0,0,0,0,0,0,0,2,0,다마스/일반,,,,
00000080,00000191,0000000000_0000000000,,,0,0,1000,shipper2,0,0,0,2,2.51,203,0,0,,126.6181169,37.4509779,P_80,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,127.091005,37.2595166,,경기 용인시 기흥구 영덕동 1315 (중부대로 184) 중부대로 184 힉스유타워,,,,20210616,16:37,0,0,20210616,0,0,0,1,7,0,0,0,1,라보/일반,,,,
00000081,00000191,0000000000_0000000000,,,0,0,1000,shipper2,0,0,0,2,11.33,450,0,0,,128.7100381,35.1330251,P_81,신항/페어허브물류,,,,128.9177313,35.1924025,,부산광역시 강서구 상덕로119번길 28-23,,,,20210617,0:0,0,0,20210617,0,0,0,2,7,0,0,2,2,,,,,
00000082,00000191,0000000000_0000000000,,,0,0,2500,shipper3,0,0,0,0,2.9,1120,0,0,,126.6225338,37.4390693,P_82,인천 중구 신흥동3가 62 (축항대로290번길 103) 축항대로290번길 103 가람통상,,,,126.8743395,37.5027283,,서울 구로구 구로동 614-50 (경인로53가길 10) 경인로53가길 10 대명밸리온 B110호,,,,20210617,11:09,0,0,20210617,0,0,0,0,7,1,7,0,0,2.5톤/카고,,,,
00000083,00000191,0000000000_0000000000,,,0,0,1999,shipper1,0,0,0,0,5.98,350,0,0,,126.619259199999,37.4327942,P_83,인천 중구 신흥동3가 74 (서해대로30번길 35) 서해대로30번길 35,,,,126.8617352,37.5552215,,서울 강서구 등촌동 636-42 (공항대로55길 51) 공항대로55길 51 702호,,,,20210617,11:10,0,0,20210617,0,0,0,1,7,2,7,2,1,1톤+/카고,,,,
00000084,00000191,0000000000_0000000000,,,0,0,2000,shipper2,0,0,0,2,0.42,178,0,0,,126.6181169,37.4509779,P_84,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.9008417,37.4837911,,서울 구로구 구로동 1124-7 (디지털로32길 97-21) 디지털로32길 97-21,,,,20210617,14:03,0,0,20210617,0,0,0,2,0,0,7,0,2,다마스/일반,,,,
00000085,00000191,0000000000_0000000000,,,0,0,2001,shipper1,0,0,0,1,0.632,350,0,0,,128.807117,35.1243486,P_85,경남 창원시 진해구 두동 1907 (두동남로 61) 두동남로 61,,,,126.6364221,37.5069115,,인천 서구 원창동 391-36 (북항로 144) 북항로 144,,,,20210617,14:14,0,0,20210617,0,0,0,0,0,1,7,2,0,다마스/일반,,,,
00000086,00000191,0000000000_0000000000,,,0,0,1000,shipper3,0,0,0,0,0.26,111,0,0,,126.5999483,37.4535275,P_86,인천항/스카이국제운송,,,,126.8787246,37.4851258,D_86,"서울특별시 금천구 가산 디지털 1로 225, 9층 906호",,,,20210618,0:0,0,0,20210618,0,0,0,0,0,2,0,0,0,1톤,,,,
00000087,00000191,0000000000_0000000000,,,0,0,1001,shipper3,0,0,0,3,1.05,603,0,0,,126.5999483,37.4535275,P_87,인천항/스카이국제운송,,,,126.8787246,37.4851258,D_87,"서울특별시 금천구 가산 디지털 1로 225, 9층 906호",,,,20210618,0:0,0,0,20210618,0,0,0,0,0,0,0,2,0,차량한대로,,,,
00000088,00000191,0000000000_0000000000,,,0,0,1002,shipper1,0,0,0,2,1.2,150,0,0,,128.7100381,35.1330251,P_88,신항/페어허브물류,,,,129.0610151,35.4261204,D_88,경상남도 양산시 상북면 상삼리 522,,,,20210618,0:0,0,0,20210618,0,0,0,0,0,0,0,0,0,,,,,
00000089,00000191,0000000000_0000000000,,,0,0,1003,shipper1,0,0,0,2,1.2,153,0,0,,128.7100381,35.1330251,P_89,신항/페어허브물류,,,,127.3235619,37.0007481,D_89,경기 안성시 금광면 금광초교길46,,,,20210618,0:0,0,0,20210618,0,0,0,0,0,0,0,2,0,,,,,
00000090,00000191,0000000000_0000000000,,,0,0,1004,,0,0,0,0,1.5,280,0,0,,127.1275317,37.4647698999999,P_90,(5톤축)엘와이컴퍼니,,,,129.0678907,35.125755,D_90,부산시 남구 우암동 246번지 7부두내 인터지스 CF,,,,20210618,0:0,0,0,20210618,0,0,0,0,7,0,0,0,0,,,,,
00000091,00000191,0000000000_0000000000,,,0,0,1005,,0,0,0,0,0.3,45,0,0,,126.6181169,37.4509779,P_91,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,127.0381567,37.524307,D_91,서울 강남구 신사동 654-15 (도산대로51길 20) 도산대로51길 20 중앙빌딩 2층,,,,20210618,13:00,0,0,20210618,0,0,0,0,7,0,0,2,0,다마스/일반,,,,
00000092,00000191,0000000000_0000000000,,,0,0,1000,,0,0,0,2,3.24,573,0,0,,126.6181169,37.4509779,P_92,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.6243171,37.5019127,D_92,인천 서구 원창동 (북항로245번길) 북항로245번길 77위킵 인천3센터,,,,20210618,13:51,0,0,20210618,0,0,0,0,7,0,7,0,0,1톤/카고,,,,
00000093,00000191,0000000000_0000000000,,,0,0,1001,,0,0,0,1,0.6,165,0,0,,126.6188332,37.4508664,P_93,인천 중구 항동7가 91-4 (축항대로212번길 17) 축항대로212번길 17,,,,126.7833401,37.666596,D_93,경기 고양시 일산동구 정발산동 1334-8 (율천로7번길 3),,,,20210618,14:00,0,0,20210618,0,0,0,1,7,0,7,2,1,다마스/일반,,,,
00000094,00000191,0000000000_0000000000,,,0,0,1002,,0,0,0,0,0.27,174,0,0,,126.6181169,37.4509779,P_94,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,126.9395482,37.5440262,D_94,서울 마포구 대흥동 801-3 (토정로25길 21) 203호,,,,20210618,16:00,0,0,20210618,0,0,0,2,0,0,7,0,2,라보/일반,,,,
00000095,00000191,0000000000_0000000000,,,0,0,1000,,0,0,0,1,3.18,1060,0,0,,126.600850499999,37.4433161,P_95,인천 중구 항동7가 82-1 (축항대로118번길 189) 축항대로118번길 189,,,,127.3709747,37.2164371,D_95,경기 이천시 이평리 451-6 (덕평로663번길 127-16) 덕평로663번길 127-16 코스맥스엔비티,,,,20210621,09:27,0,0,20210621,0,0,0,0,7,1,7,0,0,1톤/카고,,,,
00000096,00000191,0000000000_0000000000,,,0,0,1000,shipper1,0,0,0,1,1.15,87,0,0,,126.6181169,37.4509779,P_96,인천 중구 항동7가 95-1 (축항대로 202) 축항대로 202,,,,129.1293473,35.1877747,D_96,부산 해운대구 재송동 1123-6 (재반로84번길 80) 재반로84번길 80 지하1층 (재송동),,,,20210621,10:09,0,0,20210621,0,0,0,1,7,2,0,1,1,1톤/카고,,,,
00000097,00000191,0000000000_0000000000,,,0,0,1001,shipper3,0,0,0,1,5.67,225,0,0,,128.7100381,35.1330251,P_97,신항/페어허브물류,,,,128.9177313,35.1924025,D_97,부산광역시 강서구 상덕로119번길 28-23,,,,20210622,0:0,0,0,20210622,0,0,0,2,7,0,7,2,2,,,,,
00000098,00000191,0000000000_0000000000,,,0,0,1002,shipper3,0,0,0,1,0.6,33,0,0,,126.600850499999,37.4433161,P_98,인천 중구 항동7가 82-1 (축항대로118번길 189) 축항대로118번길 189,,,,126.7667433,37.5229803,D_98,경기 부천시 삼정동 36-1 (석천로 397) 석천로 397 부천 테크노파크 쌍용 3차 301동 1201호,,,,20210622,09:32,0,0,20210622,0,0,0,0,7,1,7,0,0,라보/일반,,,,
